id,audio_path,transcript,accuracy_5scale,rejected_label,label_num,rejected_label_num,dpo_weight
260033,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260033.WAV,THREE ONE SEVEN NINE,Excellent,Good,5,4,1.5
260039,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260039.WAV,EIGHT ZERO SIX TWO,Excellent,Good,5,4,1.5
260048,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260048.WAV,THREE ZERO EIGHT SEVEN,Excellent,Good,5,4,1.5
260050,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260050.WAV,ZERO EIGHT THREE ONE,Excellent,Good,5,4,1.5
260052,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260052.WAV,SIX EIGHT SIX SEVEN,Excellent,Good,5,4,1.5
260069,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260069.WAV,TEDDY GIVES UP SHOOTING,Good,Average,4,3,1.5
260075,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260075.WAV,HE LIKES RACING,Good,Excellent,4,5,1.5
260091,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260091.WAV,DORA LIKES YOUR RED JEANS,Good,Average,4,3,1.5
260095,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260095.WAV,BOB LOVES THE NEW CLOTH,Excellent,Good,5,4,1.5
260096,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260096.WAV,JOHN NEEDS NEW T SHIRT,Excellent,Good,5,4,1.5
260112,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260112.WAV,THEN LILLY WALKS TO MUSIC ROOM,Excellent,Good,5,4,1.5
260115,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260115.WAV,THEN TIM WALKS TO THEM PARK,Good,Excellent,4,5,1.5
260121,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260121.WAV,THEN MANDY WALKS TO RESTROOM,Excellent,Good,5,4,1.5
260126,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260126.WAV,DO YOU WANT THE PEA,Excellent,Good,5,4,1.5
260133,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260133.WAV,ANDY GOT THE MUSHROOM,Excellent,Good,5,4,1.5
260166,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0026/000260166.WAV,NOW FOR THE PARTY,Excellent,Good,5,4,1.5
360013,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360013.WAV,IT'S JUST SO HARD TO PICTURE,Excellent,Good,5,4,1.5
360034,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360034.WAV,WE SPEAK OUT WHEN WE FEEL WE SHOULD SPEAK OUT,Good,Average,4,3,1.5
360036,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360036.WAV,I COULD DO WITH A BREAK,Good,Excellent,4,5,1.5
360132,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360132.WAV,IT IS ALWAYS SO NICE TO SEE YOU,Good,Excellent,4,5,1.5
360133,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360133.WAV,UNFORTUNATELY NO ONE IS ALLOW TO SAY,Good,Excellent,4,5,1.5
360161,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360161.WAV,ALMOST TIME FOR A HAIRCUT,Good,Excellent,4,5,1.5
360190,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360190.WAV,SO YOU WANT TO BE MORE PRODUCTIVE,Good,Average,4,3,1.5
360210,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360210.WAV,STARTING CAN NOT BE BETTER THAN THIS,Good,Average,4,3,1.5
360223,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360223.WAV,I KEEP IT TO BE AMUSED BY THE STUPIDITY,Good,Excellent,4,5,1.5
360241,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360241.WAV,AFTER THAT I BE READY TO GO,Good,Excellent,4,5,1.5
360264,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360264.WAV,I THANK YOU FOR YOUR SYMPATHY BECAUSE IT COUNTS,Good,Average,4,3,1.5
360283,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360283.WAV,OFF THE CHAIN I BET,Good,Average,4,3,1.5
360313,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360313.WAV,HE NODDED HIS HEAD AND SMILED,Good,Excellent,4,5,1.5
360314,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360314.WAV,BUT TELL ME THE TRUTH,Good,Excellent,4,5,1.5
360332,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360332.WAV,THE FIRST QUESTION WAS AN OBVIOUS ONE,Good,Average,4,3,1.5
360334,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360334.WAV,THE SHOCK WAS TOO MUCH FOR HIM,Good,Average,4,3,1.5
360339,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360339.WAV,HE KNOWS HE'S ABOUT TO GET INTO FIGHT,Good,Average,4,3,1.5
360343,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360343.WAV,HE WAS ALWAYS READY TO DO ANYTHING WHATEVER,Good,Excellent,4,5,1.5
360360,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360360.WAV,THE LONG AND THE SHORT OF IT IS THIS,Good,Average,4,3,1.5
360378,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0036/000360378.WAV,YOU WANT TO BE LOVE,Good,Excellent,4,5,1.5
480010,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480010.WAV,IT'S NOT FISH,Good,Average,4,3,1.5
480014,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480014.WAV,JOHN CAN SEE THE SHEEP,Good,Excellent,4,5,1.5
480015,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480015.WAV,LYNDA IS GOING TO SEE ELEPHANT,Good,Excellent,4,5,1.5
480016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480016.WAV,MY CAN DRAW THE GOAT,Good,Average,4,3,1.5
480019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480019.WAV,TINA CAN DRAW THE BALT,Good,Excellent,4,5,1.5
480023,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480023.WAV,BRO IS FROM JUMP,Good,Excellent,4,5,1.5
480033,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480033.WAV,ZERO FIVE EIGHT THREE,Good,Excellent,4,5,1.5
480045,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480045.WAV,FIVE NINE SIX FIVE,Good,Excellent,4,5,1.5
480068,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480068.WAV,ANN LIKES HULK,Good,Excellent,4,5,1.5
480081,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480081.WAV,DOES KATE LIKE THE BREAD,Good,Average,4,3,1.5
480089,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480089.WAV,LILLY HAS A BIG LEG,Good,Average,4,3,1.5
480090,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480090.WAV,BY THE HAND,Good,Average,4,3,1.5
480108,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480108.WAV,LOOK AT THIS BIG JEEP,Good,Average,4,3,1.5
480119,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480119.WAV,SO HE WHEN TO T V ROOM,Good,Excellent,4,5,1.5
480125,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480125.WAV,SO BILLY WENT INTO THE PET SHOP,Average,Good,3,4,1.5
480134,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480134.WAV,LIKES THE STRING BEAN,Good,Excellent,4,5,1.5
480136,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480136.WAV,SHE WANTS DO A STUDENT,Good,Excellent,4,5,1.5
480151,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480151.WAV,WHAT WILL YOU CAT,Good,Excellent,4,5,1.5
480158,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480158.WAV,COME AND SEE MY DOWN,Good,Excellent,4,5,1.5
480159,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0048/000480159.WAV,I'M NOT AT ALL FREED,Good,Excellent,4,5,1.5
530003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530003.WAV,MIKE LIKES THE ORANGE ONE,Good,Average,4,3,1.5
530006,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530006.WAV,ANN CAN WE HAVE THE PEACH,Good,Average,4,3,1.5
530019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530019.WAV,LILLY CAN DRAW THE TIGER,Good,Excellent,4,5,1.5
530027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530027.WAV,THREE THREE NINE,Good,Average,4,3,1.5
530030,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530030.WAV,SIX FOUR FIVE SIX,Excellent,Good,5,4,1.5
530037,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530037.WAV,FOUR THREE FOUR TWO,Good,Excellent,4,5,1.5
530054,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530054.WAV,ONE NINE FOUR,Excellent,Good,5,4,1.5
530055,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530055.WAV,BOOTS MOUNTAINS TREES,Excellent,Good,5,4,1.5
530060,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530060.WAV,SIR THREE PLANTING GRAFF,Good,Excellent,4,5,1.5
530063,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530063.WAV,SANDWICH GIVE HIM,Good,Average,4,3,1.5
530076,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530076.WAV,LAYLA WANTS HAVE SOME BISCUIT,Good,Excellent,4,5,1.5
530077,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530077.WAV,JIM ATE A LITTLE CAKE,Good,Average,4,3,1.5
530094,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530094.WAV,LIYA LIKES THE OLD SAFE,Good,Average,4,3,1.5
530109,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530109.WAV,MIKE CAN SEE THE TRAIN,Good,Excellent,4,5,1.5
530112,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530112.WAV,THEN JAYME WALKS TO TOILET,Good,Average,4,3,1.5
530115,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530115.WAV,THEN TOM WALKS TO ART ROOM,Good,Average,4,3,1.5
530145,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530145.WAV,SHE LIKES THE BIG GREEN CITY LONDON,Good,Excellent,4,5,1.5
530154,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530154.WAV,I WILL GO TO MEN,Good,Average,4,3,1.5
530163,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530163.WAV,WHERE DID THAT COME FROM,Good,Average,4,3,1.5
530174,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0053/000530174.WAV,I ONLY WANT ONE,Good,Average,4,3,1.5
540001,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540001.WAV,MIKE LOVE GARDEN,Excellent,Good,5,4,1.5
540004,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540004.WAV,MARK LOVE PORTER,Good,Excellent,4,5,1.5
540014,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540014.WAV,JAYME CAN SEE THE DOG,Good,Excellent,4,5,1.5
540018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540018.WAV,BILLY IS GOING TO SEE FOX,Excellent,Good,5,4,1.5
540031,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540031.WAV,SIX EIGHT FOUR SIX,Good,Excellent,4,5,1.5
540054,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540054.WAV,FIVE FIVE NINE ONE,Good,Average,4,3,1.5
540055,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540055.WAV,QUICK PAST PHOTO,Good,Average,4,3,1.5
540058,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540058.WAV,SHANGHAI QUIRE TODAY ONCE TOMORROW,Good,Excellent,4,5,1.5
540062,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540062.WAV,KANGAROO COWS TRACE,Good,Excellent,4,5,1.5
540072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540072.WAV,PETER IS GOOD AT SKIN,Good,Average,4,3,1.5
540077,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540077.WAV,BILLY AT A LITTLE JAM,Good,Average,4,3,1.5
540088,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540088.WAV,LOOK AT BILLY'S FOOT,Good,Excellent,4,5,1.5
540106,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540106.WAV,LINDA CAN SEE THE SUN BOY,Good,Excellent,4,5,1.5
540111,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540111.WAV,MARY CAN SEE THE THIEF,Good,Excellent,4,5,1.5
540117,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540117.WAV,KATE WAS WALKING TO PARK,Good,Average,4,3,1.5
540123,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540123.WAV,SANDY WAS WALKING TO TURN PAR,Good,Excellent,4,5,1.5
540127,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540127.WAV,PETER IS DRAWING THE PASS,Good,Excellent,4,5,1.5
540130,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540130.WAV,NILA LOVES NEWS,Good,Excellent,4,5,1.5
540156,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540156.WAV,IT MUST BE HE,Good,Excellent,4,5,1.5
540163,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0054/000540163.WAV,I AM IN THE GLASS,Good,Excellent,4,5,1.5
560016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0056/000560016.WAV,MARY IS GOING TO SEE MONKEY,Good,Excellent,4,5,1.5
