audio_path,transcript,target_phonemes,chosen,rejected,dpo_weight,flip_target
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010115.WAV,LET'S GO TO THE RESTROOM,l ɛ t s ɡ oʊ t u ð ə ɹ ɛ s t ɹ u m,"Accuracy: Excellent
Fluency: Excellent
Prosody: Excellent
Words: LET'S/Excellent GO/Excellent TO/Excellent THE/Excellent RESTROOM/Excellent
Phonemes: l/Excellent ɛ/Excellent t/Excellent s/Excellent ɡ/Excellent oʊ/Excellent t/Excellent u/Excellent ð/Excellent ə/Excellent ɹ/Excellent ɛ/Excellent s/Excellent t/Excellent ɹ/Excellent u/Excellent m/Good","Accuracy: Excellent
Fluency: Excellent
Prosody: Excellent
Words: LET'S/Good GO/Good TO/Good THE/Good RESTROOM/Good
Phonemes: l/Excellent ɛ/Excellent t/Excellent s/Excellent ɡ/Excellent oʊ/Excellent t/Excellent u/Excellent ð/Excellent ə/Excellent ɹ/Excellent ɛ/Excellent s/Excellent t/Excellent ɹ/Excellent u/Excellent m/Good",1.0,word
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010121.WAV,THEN MIKE WALKS TO COFFEE,ð ɛ n m aɪ k w ɔ k s t u k ɔː f i,"Accuracy: Excellent
Fluency: Excellent
Prosody: Excellent
Words: THEN/Excellent MIKE/Excellent WALKS/Excellent TO/Excellent COFFEE/Excellent
Phonemes: ð/Excellent ɛ/Excellent n/Excellent m/Excellent aɪ/Excellent k/Excellent w/Excellent ɔ/Good k/Excellent s/Excellent t/Excellent u/Excellent k/Excellent ɔː/Average f/Good i/Good","Accuracy: Good
Fluency: Excellent
Prosody: Excellent
Words: THEN/Excellent MIKE/Excellent WALKS/Excellent TO/Excellent COFFEE/Excellent
Phonemes: ð/Excellent ɛ/Excellent n/Excellent m/Excellent aɪ/Excellent k/Excellent w/Excellent ɔ/Good k/Excellent s/Excellent t/Excellent u/Excellent k/Excellent ɔː/Average f/Good i/Good",1.0,acc
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010122.WAV,SO MARY WENT ON TO STUDY,s oʊ m æ ɹ ɪ w ɛ n t ɑ n t u s t ʌ d i,"Accuracy: Excellent
Fluency: Excellent
Prosody: Excellent
Words: SO/Excellent MARY/Excellent WENT/Excellent ON/Excellent TO/Excellent STUDY/Excellent
Phonemes: s/Excellent oʊ/Excellent m/Excellent æ/Excellent ɹ/Excellent ɪ/Excellent w/Excellent ɛ/Excellent n/Excellent t/Excellent ɑ/Excellent n/Excellent t/Excellent u/Excellent s/Excellent t/Excellent ʌ/Good d/Excellent i/Excellent","Accuracy: Good
Fluency: Excellent
Prosody: Excellent
Words: SO/Excellent MARY/Excellent WENT/Excellent ON/Excellent TO/Excellent STUDY/Excellent
Phonemes: s/Excellent oʊ/Excellent m/Excellent æ/Excellent ɹ/Excellent ɪ/Excellent w/Excellent ɛ/Excellent n/Excellent t/Excellent ɑ/Excellent n/Excellent t/Excellent u/Excellent s/Excellent t/Excellent ʌ/Good d/Excellent i/Excellent",1.0,acc
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010133.WAV,KATE GOT THE TOMATO,k ɛ t ɡ ɑ t ð ə t ə m eɪ t oʊ,"Accuracy: Good
Fluency: Good
Prosody: Good
Words: KATE/Good GOT/Excellent THE/Excellent TOMATO/Good
Phonemes: k/Excellent ɛ/Good t/Good ɡ/Excellent ɑ/Good t/Excellent ð/Excellent ə/Excellent t/Excellent ə/Excellent m/Excellent eɪ/Average t/Good oʊ/Excellent","Accuracy: Good
Fluency: Good
Prosody: Good
Words: KATE/Good GOT/Excellent THE/Excellent TOMATO/Good
Phonemes: k/Good ɛ/Average t/Excellent ɡ/Good ɑ/Excellent t/Good ð/Good ə/Good t/Good ə/Good m/Good eɪ/Bad t/Average oʊ/Good",1.0,phone
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010135.WAV,TINA LOVES EGGPLANT,t iː n ə l ə v z ɛ ɡ p l æ n t,"Accuracy: Good
Fluency: Excellent
Prosody: Excellent
Words: TINA/Excellent LOVES/Excellent EGGPLANT/Excellent
Phonemes: t/Excellent iː/Excellent n/Excellent ə/Excellent l/Excellent ə/Excellent v/Excellent z/Good ɛ/Good ɡ/Excellent p/Excellent l/Excellent æ/Excellent n/Excellent t/Excellent","Accuracy: Good
Fluency: Excellent
Prosody: Good
Words: TINA/Excellent LOVES/Excellent EGGPLANT/Excellent
Phonemes: t/Excellent iː/Excellent n/Excellent ə/Excellent l/Excellent ə/Excellent v/Excellent z/Good ɛ/Good ɡ/Excellent p/Excellent l/Excellent æ/Excellent n/Excellent t/Excellent",1.0,pros
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010140.WAV,DORA IS NOT A CLEANER,d ɔː ɹ ə ɪ z n ɑ t ə k l iː n ɚ,"Accuracy: Good
Fluency: Excellent
Prosody: Excellent
Words: DORA/Excellent IS/Excellent NOT/Excellent A/Excellent CLEANER/Excellent
Phonemes: d/Excellent ɔː/Good ɹ/Excellent ə/Excellent ɪ/Excellent z/Excellent n/Excellent ɑ/Good t/Excellent ə/Excellent k/Excellent l/Excellent iː/Excellent n/Excellent ɚ/Excellent","Accuracy: Good
Fluency: Good
Prosody: Excellent
Words: DORA/Excellent IS/Excellent NOT/Excellent A/Excellent CLEANER/Excellent
Phonemes: d/Excellent ɔː/Good ɹ/Excellent ə/Excellent ɪ/Excellent z/Excellent n/Excellent ɑ/Good t/Excellent ə/Excellent k/Excellent l/Excellent iː/Excellent n/Excellent ɚ/Excellent",1.0,flu
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010145.WAV,MARK LIVED IN NEW YORK,m ɑ ɹ k l ɪ v d ɪ n n u j ɔ k,"Accuracy: Excellent
Fluency: Excellent
Prosody: Excellent
Words: MARK/Excellent LIVED/Excellent IN/Excellent NEW/Excellent YORK/Excellent
Phonemes: m/Excellent ɑ/Excellent ɹ/Good k/Good l/Excellent ɪ/Excellent v/Excellent d/Excellent ɪ/Excellent n/Excellent n/Excellent u/Excellent j/Excellent ɔ/Excellent k/Excellent","Accuracy: Excellent
Fluency: Good
Prosody: Excellent
Words: MARK/Excellent LIVED/Excellent IN/Excellent NEW/Excellent YORK/Excellent
Phonemes: m/Excellent ɑ/Excellent ɹ/Good k/Good l/Excellent ɪ/Excellent v/Excellent d/Excellent ɪ/Excellent n/Excellent n/Excellent u/Excellent j/Excellent ɔ/Excellent k/Excellent",1.0,flu
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010149.WAV,BOB LIVES IN CAIRO NOW,b ɑ b l ɪ v z ɪ n k aɪ ɹ oʊ n aʊ,"Accuracy: Good
Fluency: Excellent
Prosody: Good
Words: BOB/Excellent LIVES/Excellent IN/Excellent CAIRO/Good NOW/Excellent
Phonemes: b/Excellent ɑ/Average b/Excellent l/Excellent ɪ/Excellent v/Excellent z/Good ɪ/Excellent n/Excellent k/Excellent aɪ/Good ɹ/Good oʊ/Average n/Excellent aʊ/Excellent","Accuracy: Good
Fluency: Excellent
Prosody: Good
Words: BOB/Good LIVES/Good IN/Good CAIRO/Average NOW/Good
Phonemes: b/Excellent ɑ/Average b/Excellent l/Excellent ɪ/Excellent v/Excellent z/Good ɪ/Excellent n/Excellent k/Excellent aɪ/Good ɹ/Good oʊ/Average n/Excellent aʊ/Excellent",1.0,word
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010168.WAV,BYE,b aɪ,"Accuracy: Excellent
Fluency: Excellent
Prosody: Excellent
Words: BYE/Excellent
Phonemes: b/Excellent aɪ/Excellent","Accuracy: Excellent
Fluency: Good
Prosody: Excellent
Words: BYE/Excellent
Phonemes: b/Excellent aɪ/Excellent",1.0,flu
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0001/000010173.WAV,TREES,t ɹ i z,"Accuracy: Excellent
Fluency: Excellent
Prosody: Excellent
Words: TREES/Good
Phonemes: t/Excellent ɹ/Excellent i/Excellent z/Average","Accuracy: Excellent
Fluency: Good
Prosody: Excellent
Words: TREES/Good
Phonemes: t/Excellent ɹ/Excellent i/Excellent z/Average",1.0,flu
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050003.WAV,MIKE LIKES THE WHITE ONE,m aɪ k l aɪ k s ð ə w aɪ t w ə n,"Accuracy: Good
Fluency: Average
Prosody: Good
Words: MIKE/Excellent LIKES/Excellent THE/Excellent WHITE/Excellent ONE/Excellent
Phonemes: m/Excellent aɪ/Excellent k/Excellent l/Excellent aɪ/Excellent k/Excellent s/Excellent ð/Good ə/Excellent w/Excellent aɪ/Excellent t/Excellent w/Excellent ə/Excellent n/Excellent","Accuracy: Excellent
Fluency: Average
Prosody: Good
Words: MIKE/Excellent LIKES/Excellent THE/Excellent WHITE/Excellent ONE/Excellent
Phonemes: m/Excellent aɪ/Excellent k/Excellent l/Excellent aɪ/Excellent k/Excellent s/Excellent ð/Good ə/Excellent w/Excellent aɪ/Excellent t/Excellent w/Excellent ə/Excellent n/Excellent",1.0,acc
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050010.WAV,ITS NAME IS SAY,ɪ t s n eɪ m ɪ z s eɪ,"Accuracy: Good
Fluency: Good
Prosody: Good
Words: ITS/Excellent NAME/Excellent IS/Good SAY/Excellent
Phonemes: ɪ/Excellent t/Excellent s/Excellent n/Excellent eɪ/Excellent m/Excellent ɪ/Bad z/Average s/Excellent eɪ/Average","Accuracy: Good
Fluency: Good
Prosody: Good
Words: ITS/Good NAME/Good IS/Average SAY/Good
Phonemes: ɪ/Excellent t/Excellent s/Excellent n/Excellent eɪ/Excellent m/Excellent ɪ/Bad z/Average s/Excellent eɪ/Average",1.0,word
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050024.WAV,BILLY LOVES AMERICA,b ɪ l i l ə v z ə m ɛ ɹ ɪ k ə,"Accuracy: Good
Fluency: Average
Prosody: Average
Words: BILLY/Excellent LOVES/Good AMERICA/Excellent
Phonemes: b/Excellent ɪ/Excellent l/Excellent i/Excellent l/Excellent ə/Excellent v/Good z/Average ə/Excellent m/Excellent ɛ/Excellent ɹ/Excellent ɪ/Excellent k/Average ə/Excellent","Accuracy: Excellent
Fluency: Average
Prosody: Average
Words: BILLY/Excellent LOVES/Good AMERICA/Excellent
Phonemes: b/Excellent ɪ/Excellent l/Excellent i/Excellent l/Excellent ə/Excellent v/Good z/Average ə/Excellent m/Excellent ɛ/Excellent ɹ/Excellent ɪ/Excellent k/Average ə/Excellent",1.0,acc
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050028.WAV,TWO TWO EIGHT SEVEN,t u t u eɪ t s ɛ v n,"Accuracy: Good
Fluency: Good
Prosody: Good
Words: TWO/Excellent TWO/Excellent EIGHT/Excellent SEVEN/Excellent
Phonemes: t/Excellent u/Good t/Excellent u/Good eɪ/Excellent t/Excellent s/Excellent ɛ/Excellent v/Good n/Excellent","Accuracy: Good
Fluency: Good
Prosody: Excellent
Words: TWO/Excellent TWO/Excellent EIGHT/Excellent SEVEN/Excellent
Phonemes: t/Excellent u/Good t/Excellent u/Good eɪ/Excellent t/Excellent s/Excellent ɛ/Excellent v/Good n/Excellent",1.0,pros
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050038.WAV,FOUR FIVE FOUR SEVEN,f ɔ ɹ f aɪ v f ɔ ɹ s ɛ v n,"Accuracy: Good
Fluency: Good
Prosody: Good
Words: FOUR/Excellent FIVE/Excellent FOUR/Excellent SEVEN/Excellent
Phonemes: f/Excellent ɔ/Excellent ɹ/Good f/Excellent aɪ/Excellent v/Good f/Excellent ɔ/Excellent ɹ/Good s/Excellent ɛ/Good v/Good n/Excellent","Accuracy: Good
Fluency: Good
Prosody: Average
Words: FOUR/Excellent FIVE/Excellent FOUR/Excellent SEVEN/Excellent
Phonemes: f/Excellent ɔ/Excellent ɹ/Good f/Excellent aɪ/Excellent v/Good f/Excellent ɔ/Excellent ɹ/Good s/Excellent ɛ/Good v/Good n/Excellent",1.0,pros
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050040.WAV,FIVE THREE NINE ZERO,f aɪ v θ ɹ i n aɪ n z ɪ ʌ oʊ,"Accuracy: Good
Fluency: Good
Prosody: Good
Words: FIVE/Excellent THREE/Good NINE/Excellent ZERO/Excellent
Phonemes: f/Excellent aɪ/Excellent v/Good θ/Good ɹ/Excellent i/Good n/Excellent aɪ/Excellent n/Excellent z/Excellent ɪ/Good ʌ/Good oʊ/Excellent","Accuracy: Good
Fluency: Good
Prosody: Good
Words: FIVE/Good THREE/Excellent NINE/Good ZERO/Good
Phonemes: f/Excellent aɪ/Excellent v/Good θ/Good ɹ/Excellent i/Good n/Excellent aɪ/Excellent n/Excellent z/Excellent ɪ/Good ʌ/Good oʊ/Excellent",1.0,word
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050047.WAV,SIX FIVE THREE,s ɪ k s f aɪ v θ ɹ i,"Accuracy: Good
Fluency: Good
Prosody: Good
Words: SIX/Excellent FIVE/Excellent THREE/Excellent
Phonemes: s/Excellent ɪ/Excellent k/Excellent s/Excellent f/Excellent aɪ/Excellent v/Good θ/Average ɹ/Excellent i/Excellent","Accuracy: Good
Fluency: Excellent
Prosody: Good
Words: SIX/Excellent FIVE/Excellent THREE/Excellent
Phonemes: s/Excellent ɪ/Excellent k/Excellent s/Excellent f/Excellent aɪ/Excellent v/Good θ/Average ɹ/Excellent i/Excellent",1.0,flu
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050049.WAV,TWO FIVE EIGHT,t u f aɪ v eɪ t,"Accuracy: Good
Fluency: Excellent
Prosody: Good
Words: TWO/Excellent FIVE/Good EIGHT/Excellent
Phonemes: t/Excellent u/Excellent f/Excellent aɪ/Excellent v/Average eɪ/Excellent t/Good","Accuracy: Good
Fluency: Good
Prosody: Good
Words: TWO/Excellent FIVE/Good EIGHT/Excellent
Phonemes: t/Excellent u/Excellent f/Excellent aɪ/Excellent v/Average eɪ/Excellent t/Good",1.0,flu
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050055.WAV,WE LESS MEAT,w i l ɛ s m i t,"Accuracy: Excellent
Fluency: Good
Prosody: Good
Words: WE/Excellent LESS/Excellent MEAT/Excellent
Phonemes: w/Excellent i/Excellent l/Excellent ɛ/Good s/Excellent m/Excellent i/Excellent t/Excellent","Accuracy: Excellent
Fluency: Good
Prosody: Good
Words: WE/Good LESS/Good MEAT/Good
Phonemes: w/Excellent i/Excellent l/Excellent ɛ/Good s/Excellent m/Excellent i/Excellent t/Excellent",1.0,word
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050078.WAV,DOSE MIKE LIKE THE HAMBURGER,d oʊ s m aɪ k l aɪ k ð ə h æ m b ɚ ɡ ɚ,"Accuracy: Good
Fluency: Good
Prosody: Average
Words: DOSE/Excellent MIKE/Excellent LIKE/Excellent THE/Excellent HAMBURGER/Excellent
Phonemes: d/Excellent oʊ/Good s/Excellent m/Good aɪ/Average k/Excellent l/Excellent aɪ/Excellent k/Excellent ð/Excellent ə/Excellent h/Excellent æ/Excellent m/Excellent b/Excellent ɚ/Excellent ɡ/Excellent ɚ/Excellent","Accuracy: Good
Fluency: Good
Prosody: Average
Words: DOSE/Excellent MIKE/Excellent LIKE/Excellent THE/Excellent HAMBURGER/Excellent
Phonemes: d/Good oʊ/Excellent s/Good m/Excellent aɪ/Good k/Good l/Good aɪ/Good k/Good ð/Good ə/Good h/Good æ/Good m/Good b/Good ɚ/Good ɡ/Good ɚ/Good",1.0,phone
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050079.WAV,ANNIE WANT HAVE SOME PRETTIES,æ n ɪ w ɑ n t h æ v s ə m p ɹ ɪ t i s,"Accuracy: Good
Fluency: Average
Prosody: Average
Words: ANNIE/Excellent WANT/Excellent HAVE/Excellent SOME/Excellent PRETTIES/Excellent
Phonemes: æ/Good n/Excellent ɪ/Excellent w/Excellent ɑ/Good n/Good t/Excellent h/Excellent æ/Excellent v/Good s/Excellent ə/Excellent m/Excellent p/Excellent ɹ/Excellent ɪ/Excellent t/Excellent i/Excellent s/Excellent","Accuracy: Average
Fluency: Average
Prosody: Average
Words: ANNIE/Excellent WANT/Excellent HAVE/Excellent SOME/Excellent PRETTIES/Excellent
Phonemes: æ/Good n/Excellent ɪ/Excellent w/Excellent ɑ/Good n/Good t/Excellent h/Excellent æ/Excellent v/Good s/Excellent ə/Excellent m/Excellent p/Excellent ɹ/Excellent ɪ/Excellent t/Excellent i/Excellent s/Excellent",1.0,acc
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050083.WAV,KATE'S GOT SOME GREY,k ɛ i t z ɡ ɑ t s ə m ɡ ɹ eɪ,"Accuracy: Fair
Fluency: Good
Prosody: Good
Words: KATE'S/Good GOT/Excellent SOME/Excellent GREY/Worst
Phonemes: k/Excellent ɛ/Excellent i/Excellent t/Good z/Average ɡ/Excellent ɑ/Good t/Excellent s/Excellent ə/Excellent m/Excellent ɡ/Worst ɹ/Worst eɪ/Worst","Accuracy: Fair
Fluency: Good
Prosody: Good
Words: KATE'S/Average GOT/Good SOME/Good GREY/Bad
Phonemes: k/Excellent ɛ/Excellent i/Excellent t/Good z/Average ɡ/Excellent ɑ/Good t/Excellent s/Excellent ə/Excellent m/Excellent ɡ/Worst ɹ/Worst eɪ/Worst",1.0,word
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0005/000050095.WAV,LOOK AT JOHN'S SWEATER,l ʊ k æ t dʒ ɑ n z s w ɛ t ɚ,"Accuracy: Good
Fluency: Average
Prosody: Good
Words: LOOK/Excellent AT/Excellent JOHN'S/Average SWEATER/Excellent
Phonemes: l/Excellent ʊ/Excellent k/Excellent æ/Excellent t/Excellent dʒ/Excellent ɑ/Average n/Good z/Average s/Good w/Excellent ɛ/Excellent t/Excellent ɚ/Excellent","Accuracy: Good
Fluency: Average
Prosody: Good
Words: LOOK/Excellent AT/Excellent JOHN'S/Average SWEATER/Excellent
Phonemes: l/Good ʊ/Good k/Good æ/Good t/Good dʒ/Good ɑ/Bad n/Average z/Good s/Excellent w/Good ɛ/Good t/Good ɚ/Good",1.0,phone
